date,location,location_name,value
2021-12-27,GM,Germany,110433
2021-12-27,GM01,Baden-Württemberg State,12795
2021-12-27,GM02,Free State of Bavaria,19407
2021-12-27,GM03,Free Hanseatic City of Bremen,593
2021-12-27,GM04,Free Hanseatic City of Hamburg,1969
2021-12-27,GM05,Hesse State,8509
2021-12-27,GM06,Lower Saxony State,6768
2021-12-27,GM07,North Rhine-Westphalia State,20109
2021-12-27,GM08,Rhineland-Palatinate State,4573
2021-12-27,GM09,Saarland State,1232
2021-12-27,GM10,Schleswig-Holstein State,1875
2021-12-27,GM11,Brandenburg State,4594
2021-12-27,GM12,Mecklenburg-Western Pomerania State,1448
2021-12-27,GM13,Free State of Saxony,12634
2021-12-27,GM14,Sachsen-Anhalt State,4192
2021-12-27,GM15,Free State of Thuringia,5744
2021-12-27,GM16,Berlin State,3991
