date,location,location_name,value
2022-01-29,GM,Germany,117666
2022-01-29,GM01,Baden-Württemberg State,13641
2022-01-29,GM02,Free State of Bavaria,20429
2022-01-29,GM03,Free Hanseatic City of Bremen,648
2022-01-29,GM04,Free Hanseatic City of Hamburg,2110
2022-01-29,GM05,Hesse State,8793
2022-01-29,GM06,Lower Saxony State,7086
2022-01-29,GM07,North Rhine-Westphalia State,21078
2022-01-29,GM08,Rhineland-Palatinate State,4801
2022-01-29,GM09,Saarland State,1326
2022-01-29,GM10,Schleswig-Holstein State,1963
2022-01-29,GM11,Brandenburg State,5000
2022-01-29,GM12,Mecklenburg-Western Pomerania State,1631
2022-01-29,GM13,Free State of Saxony,14069
2022-01-29,GM14,Sachsen-Anhalt State,4590
2022-01-29,GM15,Free State of Thuringia,6394
2022-01-29,GM16,Berlin State,4107
