date,location,location_name,value
2022-04-17,GM,Germany,132942
2022-04-17,GM01,Baden-Württemberg State,15512
2022-04-17,GM02,Free State of Bavaria,23140
2022-04-17,GM03,Free Hanseatic City of Bremen,735
2022-04-17,GM04,Free Hanseatic City of Hamburg,2479
2022-04-17,GM05,Hesse State,9769
2022-04-17,GM06,Lower Saxony State,8461
2022-04-17,GM07,North Rhine-Westphalia State,24282
2022-04-17,GM08,Rhineland-Palatinate State,5419
2022-04-17,GM09,Saarland State,1587
2022-04-17,GM10,Schleswig-Holstein State,2373
2022-04-17,GM11,Brandenburg State,5491
2022-04-17,GM12,Mecklenburg-Western Pomerania State,2103
2022-04-17,GM13,Free State of Saxony,15055
2022-04-17,GM14,Sachsen-Anhalt State,5149
2022-04-17,GM15,Free State of Thuringia,6960
2022-04-17,GM16,Berlin State,4427
