date,location,location_name,value
2021-06-11,GM,Germany,89687
2021-06-11,GM01,Baden-Württemberg State,10060
2021-06-11,GM02,Free State of Bavaria,15079
2021-06-11,GM03,Free Hanseatic City of Bremen,477
2021-06-11,GM04,Free Hanseatic City of Hamburg,1579
2021-06-11,GM05,Hesse State,7419
2021-06-11,GM06,Lower Saxony State,5694
2021-06-11,GM07,North Rhine-Westphalia State,16946
2021-06-11,GM08,Rhineland-Palatinate State,3771
2021-06-11,GM09,Saarland State,1016
2021-06-11,GM10,Schleswig-Holstein State,1612
2021-06-11,GM11,Brandenburg State,3755
2021-06-11,GM12,Mecklenburg-Western Pomerania State,1141
2021-06-11,GM13,Free State of Saxony,9957
2021-06-11,GM14,Sachsen-Anhalt State,3393
2021-06-11,GM15,Free State of Thuringia,4271
2021-06-11,GM16,Berlin State,3517
