date,location,location_name,value
2021-06-19,GM,Germany,90369
2021-06-19,GM01,Baden-Württemberg State,10157
2021-06-19,GM02,Free State of Bavaria,15185
2021-06-19,GM03,Free Hanseatic City of Bremen,482
2021-06-19,GM04,Free Hanseatic City of Hamburg,1586
2021-06-19,GM05,Hesse State,7464
2021-06-19,GM06,Lower Saxony State,5726
2021-06-19,GM07,North Rhine-Westphalia State,17041
2021-06-19,GM08,Rhineland-Palatinate State,3869
2021-06-19,GM09,Saarland State,1019
2021-06-19,GM10,Schleswig-Holstein State,1619
2021-06-19,GM11,Brandenburg State,3786
2021-06-19,GM12,Mecklenburg-Western Pomerania State,1148
2021-06-19,GM13,Free State of Saxony,10017
2021-06-19,GM14,Sachsen-Anhalt State,3413
2021-06-19,GM15,Free State of Thuringia,4312
2021-06-19,GM16,Berlin State,3545
