date,location,location_name,value
2022-10-06,GM,Germany,150289
2022-10-06,GM01,Baden-Württemberg State,17317
2022-10-06,GM02,Free State of Bavaria,25892
2022-10-06,GM03,Free Hanseatic City of Bremen,844
2022-10-06,GM04,Free Hanseatic City of Hamburg,3068
2022-10-06,GM05,Hesse State,11114
2022-10-06,GM06,Lower Saxony State,10865
2022-10-06,GM07,North Rhine-Westphalia State,27555
2022-10-06,GM08,Rhineland-Palatinate State,6194
2022-10-06,GM09,Saarland State,1861
2022-10-06,GM10,Schleswig-Holstein State,2906
2022-10-06,GM11,Brandenburg State,5928
2022-10-06,GM12,Mecklenburg-Western Pomerania State,2471
2022-10-06,GM13,Free State of Saxony,16045
2022-10-06,GM14,Sachsen-Anhalt State,5729
2022-10-06,GM15,Free State of Thuringia,7661
2022-10-06,GM16,Berlin State,4839
