date,location,location_name,value
2021-06-10,GM,Germany,89585
2021-06-10,GM01,Baden-Württemberg State,10046
2021-06-10,GM02,Free State of Bavaria,15070
2021-06-10,GM03,Free Hanseatic City of Bremen,477
2021-06-10,GM04,Free Hanseatic City of Hamburg,1578
2021-06-10,GM05,Hesse State,7412
2021-06-10,GM06,Lower Saxony State,5692
2021-06-10,GM07,North Rhine-Westphalia State,16920
2021-06-10,GM08,Rhineland-Palatinate State,3771
2021-06-10,GM09,Saarland State,1014
2021-06-10,GM10,Schleswig-Holstein State,1610
2021-06-10,GM11,Brandenburg State,3751
2021-06-10,GM12,Mecklenburg-Western Pomerania State,1136
2021-06-10,GM13,Free State of Saxony,9938
2021-06-10,GM14,Sachsen-Anhalt State,3389
2021-06-10,GM15,Free State of Thuringia,4268
2021-06-10,GM16,Berlin State,3513
