date,location,location_name,value
2022-07-20,GM,Germany,142771
2022-07-20,GM01,Baden-Württemberg State,16481
2022-07-20,GM02,Free State of Bavaria,24668
2022-07-20,GM03,Free Hanseatic City of Bremen,804
2022-07-20,GM04,Free Hanseatic City of Hamburg,2772
2022-07-20,GM05,Hesse State,10546
2022-07-20,GM06,Lower Saxony State,9876
2022-07-20,GM07,North Rhine-Westphalia State,26104
2022-07-20,GM08,Rhineland-Palatinate State,5856
2022-07-20,GM09,Saarland State,1749
2022-07-20,GM10,Schleswig-Holstein State,2682
2022-07-20,GM11,Brandenburg State,5747
2022-07-20,GM12,Mecklenburg-Western Pomerania State,2290
2022-07-20,GM13,Free State of Saxony,15659
2022-07-20,GM14,Sachsen-Anhalt State,5447
2022-07-20,GM15,Free State of Thuringia,7410
2022-07-20,GM16,Berlin State,4680
