date,location,location_name,value
2021-07-15,GM,Germany,91319
2021-07-15,GM01,Baden-Württemberg State,10328
2021-07-15,GM02,Free State of Bavaria,15299
2021-07-15,GM03,Free Hanseatic City of Bremen,488
2021-07-15,GM04,Free Hanseatic City of Hamburg,1603
2021-07-15,GM05,Hesse State,7563
2021-07-15,GM06,Lower Saxony State,5801
2021-07-15,GM07,North Rhine-Westphalia State,17236
2021-07-15,GM08,Rhineland-Palatinate State,3895
2021-07-15,GM09,Saarland State,1030
2021-07-15,GM10,Schleswig-Holstein State,1627
2021-07-15,GM11,Brandenburg State,3815
2021-07-15,GM12,Mecklenburg-Western Pomerania State,1164
2021-07-15,GM13,Free State of Saxony,10110
2021-07-15,GM14,Sachsen-Anhalt State,3433
2021-07-15,GM15,Free State of Thuringia,4359
2021-07-15,GM16,Berlin State,3568
