date,location,location_name,value
2021-04-19,GM,Germany,80006
2021-04-19,GM01,Baden-Württemberg State,9063
2021-04-19,GM02,Free State of Bavaria,13738
2021-04-19,GM03,Free Hanseatic City of Bremen,435
2021-04-19,GM04,Free Hanseatic City of Hamburg,1431
2021-04-19,GM05,Hesse State,6610
2021-04-19,GM06,Lower Saxony State,5125
2021-04-19,GM07,North Rhine-Westphalia State,14912
2021-04-19,GM08,Rhineland-Palatinate State,3453
2021-04-19,GM09,Saarland State,943
2021-04-19,GM10,Schleswig-Holstein State,1475
2021-04-19,GM11,Brandenburg State,3453
2021-04-19,GM12,Mecklenburg-Western Pomerania State,927
2021-04-19,GM13,Free State of Saxony,8735
2021-04-19,GM14,Sachsen-Anhalt State,2913
2021-04-19,GM15,Free State of Thuringia,3644
2021-04-19,GM16,Berlin State,3149
