date,location,location_name,value
2021-12-17,GM,Germany,107639
2021-12-17,GM01,Baden-Württemberg State,12497
2021-12-17,GM02,Free State of Bavaria,18936
2021-12-17,GM03,Free Hanseatic City of Bremen,575
2021-12-17,GM04,Free Hanseatic City of Hamburg,1945
2021-12-17,GM05,Hesse State,8384
2021-12-17,GM06,Lower Saxony State,6659
2021-12-17,GM07,North Rhine-Westphalia State,19749
2021-12-17,GM08,Rhineland-Palatinate State,4459
2021-12-17,GM09,Saarland State,1190
2021-12-17,GM10,Schleswig-Holstein State,1851
2021-12-17,GM11,Brandenburg State,4439
2021-12-17,GM12,Mecklenburg-Western Pomerania State,1413
2021-12-17,GM13,Free State of Saxony,12041
2021-12-17,GM14,Sachsen-Anhalt State,4060
2021-12-17,GM15,Free State of Thuringia,5497
2021-12-17,GM16,Berlin State,3944
