date,location,location_name,value
2022-05-03,GM,Germany,135701
2022-05-03,GM01,Baden-Württemberg State,15786
2022-05-03,GM02,Free State of Bavaria,23602
2022-05-03,GM03,Free Hanseatic City of Bremen,759
2022-05-03,GM04,Free Hanseatic City of Hamburg,2535
2022-05-03,GM05,Hesse State,9941
2022-05-03,GM06,Lower Saxony State,8789
2022-05-03,GM07,North Rhine-Westphalia State,24795
2022-05-03,GM08,Rhineland-Palatinate State,5525
2022-05-03,GM09,Saarland State,1640
2022-05-03,GM10,Schleswig-Holstein State,2450
2022-05-03,GM11,Brandenburg State,5563
2022-05-03,GM12,Mecklenburg-Western Pomerania State,2163
2022-05-03,GM13,Free State of Saxony,15296
2022-05-03,GM14,Sachsen-Anhalt State,5256
2022-05-03,GM15,Free State of Thuringia,7112
2022-05-03,GM16,Berlin State,4489
