date,location,location_name,value
2022-10-27,GM,Germany,153193
2022-10-27,GM01,Baden-Württemberg State,17667
2022-10-27,GM02,Free State of Bavaria,26401
2022-10-27,GM03,Free Hanseatic City of Bremen,861
2022-10-27,GM04,Free Hanseatic City of Hamburg,3125
2022-10-27,GM05,Hesse State,11348
2022-10-27,GM06,Lower Saxony State,11178
2022-10-27,GM07,North Rhine-Westphalia State,28078
2022-10-27,GM08,Rhineland-Palatinate State,6349
2022-10-27,GM09,Saarland State,1918
2022-10-27,GM10,Schleswig-Holstein State,3004
2022-10-27,GM11,Brandenburg State,6028
2022-10-27,GM12,Mecklenburg-Western Pomerania State,2518
2022-10-27,GM13,Free State of Saxony,16183
2022-10-27,GM14,Sachsen-Anhalt State,5837
2022-10-27,GM15,Free State of Thuringia,7783
2022-10-27,GM16,Berlin State,4915
