date,location,location_name,value
2022-11-11,GM,Germany,155403
2022-11-11,GM01,Baden-Württemberg State,17897
2022-11-11,GM02,Free State of Bavaria,26767
2022-11-11,GM03,Free Hanseatic City of Bremen,876
2022-11-11,GM04,Free Hanseatic City of Hamburg,3192
2022-11-11,GM05,Hesse State,11512
2022-11-11,GM06,Lower Saxony State,11460
2022-11-11,GM07,North Rhine-Westphalia State,28499
2022-11-11,GM08,Rhineland-Palatinate State,6453
2022-11-11,GM09,Saarland State,1947
2022-11-11,GM10,Schleswig-Holstein State,3067
2022-11-11,GM11,Brandenburg State,6094
2022-11-11,GM12,Mecklenburg-Western Pomerania State,2552
2022-11-11,GM13,Free State of Saxony,16285
2022-11-11,GM14,Sachsen-Anhalt State,5921
2022-11-11,GM15,Free State of Thuringia,7864
2022-11-11,GM16,Berlin State,5017
