date,location,location_name,value
2022-03-31,GM,Germany,129391
2022-03-31,GM01,Baden-Württemberg State,15067
2022-03-31,GM02,Free State of Bavaria,22549
2022-03-31,GM03,Free Hanseatic City of Bremen,715
2022-03-31,GM04,Free Hanseatic City of Hamburg,2390
2022-03-31,GM05,Hesse State,9592
2022-03-31,GM06,Lower Saxony State,8060
2022-03-31,GM07,North Rhine-Westphalia State,23601
2022-03-31,GM08,Rhineland-Palatinate State,5251
2022-03-31,GM09,Saarland State,1530
2022-03-31,GM10,Schleswig-Holstein State,2296
2022-03-31,GM11,Brandenburg State,5417
2022-03-31,GM12,Mecklenburg-Western Pomerania State,1998
2022-03-31,GM13,Free State of Saxony,14710
2022-03-31,GM14,Sachsen-Anhalt State,5000
2022-03-31,GM15,Free State of Thuringia,6834
2022-03-31,GM16,Berlin State,4381
