date,location,location_name,value
2022-05-05,GM,Germany,136125
2022-05-05,GM01,Baden-Württemberg State,15826
2022-05-05,GM02,Free State of Bavaria,23633
2022-05-05,GM03,Free Hanseatic City of Bremen,762
2022-05-05,GM04,Free Hanseatic City of Hamburg,2556
2022-05-05,GM05,Hesse State,9978
2022-05-05,GM06,Lower Saxony State,8863
2022-05-05,GM07,North Rhine-Westphalia State,24878
2022-05-05,GM08,Rhineland-Palatinate State,5540
2022-05-05,GM09,Saarland State,1648
2022-05-05,GM10,Schleswig-Holstein State,2454
2022-05-05,GM11,Brandenburg State,5572
2022-05-05,GM12,Mecklenburg-Western Pomerania State,2167
2022-05-05,GM13,Free State of Saxony,15344
2022-05-05,GM14,Sachsen-Anhalt State,5268
2022-05-05,GM15,Free State of Thuringia,7133
2022-05-05,GM16,Berlin State,4503
