date,location,location_name,value
2022-10-10,GM,Germany,150535
2022-10-10,GM01,Baden-Württemberg State,17347
2022-10-10,GM02,Free State of Bavaria,25923
2022-10-10,GM03,Free Hanseatic City of Bremen,844
2022-10-10,GM04,Free Hanseatic City of Hamburg,3072
2022-10-10,GM05,Hesse State,11137
2022-10-10,GM06,Lower Saxony State,10890
2022-10-10,GM07,North Rhine-Westphalia State,27608
2022-10-10,GM08,Rhineland-Palatinate State,6213
2022-10-10,GM09,Saarland State,1865
2022-10-10,GM10,Schleswig-Holstein State,2915
2022-10-10,GM11,Brandenburg State,5936
2022-10-10,GM12,Mecklenburg-Western Pomerania State,2477
2022-10-10,GM13,Free State of Saxony,16059
2022-10-10,GM14,Sachsen-Anhalt State,5733
2022-10-10,GM15,Free State of Thuringia,7671
2022-10-10,GM16,Berlin State,4845
