date,location,location_name,value
2021-07-24,GM,Germany,91520
2021-07-24,GM01,Baden-Württemberg State,10376
2021-07-24,GM02,Free State of Bavaria,15319
2021-07-24,GM03,Free Hanseatic City of Bremen,493
2021-07-24,GM04,Free Hanseatic City of Hamburg,1607
2021-07-24,GM05,Hesse State,7574
2021-07-24,GM06,Lower Saxony State,5808
2021-07-24,GM07,North Rhine-Westphalia State,17272
2021-07-24,GM08,Rhineland-Palatinate State,3904
2021-07-24,GM09,Saarland State,1029
2021-07-24,GM10,Schleswig-Holstein State,1629
2021-07-24,GM11,Brandenburg State,3817
2021-07-24,GM12,Mecklenburg-Western Pomerania State,1175
2021-07-24,GM13,Free State of Saxony,10128
2021-07-24,GM14,Sachsen-Anhalt State,3448
2021-07-24,GM15,Free State of Thuringia,4363
2021-07-24,GM16,Berlin State,3578
