date,location,location_name,value
2022-05-11,GM,Germany,136987
2022-05-11,GM01,Baden-Württemberg State,15921
2022-05-11,GM02,Free State of Bavaria,23772
2022-05-11,GM03,Free Hanseatic City of Bremen,766
2022-05-11,GM04,Free Hanseatic City of Hamburg,2598
2022-05-11,GM05,Hesse State,10016
2022-05-11,GM06,Lower Saxony State,8981
2022-05-11,GM07,North Rhine-Westphalia State,25019
2022-05-11,GM08,Rhineland-Palatinate State,5573
2022-05-11,GM09,Saarland State,1660
2022-05-11,GM10,Schleswig-Holstein State,2475
2022-05-11,GM11,Brandenburg State,5604
2022-05-11,GM12,Mecklenburg-Western Pomerania State,2192
2022-05-11,GM13,Free State of Saxony,15417
2022-05-11,GM14,Sachsen-Anhalt State,5287
2022-05-11,GM15,Free State of Thuringia,7178
2022-05-11,GM16,Berlin State,4528
