date,location,location_name,value
2021-12-07,GM,Germany,103520
2021-12-07,GM01,Baden-Württemberg State,12026
2021-12-07,GM02,Free State of Bavaria,18060
2021-12-07,GM03,Free Hanseatic City of Bremen,557
2021-12-07,GM04,Free Hanseatic City of Hamburg,1903
2021-12-07,GM05,Hesse State,8234
2021-12-07,GM06,Lower Saxony State,6442
2021-12-07,GM07,North Rhine-Westphalia State,19260
2021-12-07,GM08,Rhineland-Palatinate State,4336
2021-12-07,GM09,Saarland State,1127
2021-12-07,GM10,Schleswig-Holstein State,1819
2021-12-07,GM11,Brandenburg State,4225
2021-12-07,GM12,Mecklenburg-Western Pomerania State,1358
2021-12-07,GM13,Free State of Saxony,11242
2021-12-07,GM14,Sachsen-Anhalt State,3860
2021-12-07,GM15,Free State of Thuringia,5204
2021-12-07,GM16,Berlin State,3867
