date,location,location_name,value
2021-05-23,GM,Germany,87380
2021-05-23,GM01,Baden-Württemberg State,9841
2021-05-23,GM02,Free State of Bavaria,14778
2021-05-23,GM03,Free Hanseatic City of Bremen,471
2021-05-23,GM04,Free Hanseatic City of Hamburg,1545
2021-05-23,GM05,Hesse State,7210
2021-05-23,GM06,Lower Saxony State,5559
2021-05-23,GM07,North Rhine-Westphalia State,16482
2021-05-23,GM08,Rhineland-Palatinate State,3695
2021-05-23,GM09,Saarland State,996
2021-05-23,GM10,Schleswig-Holstein State,1576
2021-05-23,GM11,Brandenburg State,3698
2021-05-23,GM12,Mecklenburg-Western Pomerania State,1108
2021-05-23,GM13,Free State of Saxony,9559
2021-05-23,GM14,Sachsen-Anhalt State,3279
2021-05-23,GM15,Free State of Thuringia,4145
2021-05-23,GM16,Berlin State,3438
