date,location,location_name,value
2022-08-17,GM,Germany,146030
2022-08-17,GM01,Baden-Württemberg State,16800
2022-08-17,GM02,Free State of Bavaria,25221
2022-08-17,GM03,Free Hanseatic City of Bremen,819
2022-08-17,GM04,Free Hanseatic City of Hamburg,2904
2022-08-17,GM05,Hesse State,10792
2022-08-17,GM06,Lower Saxony State,10289
2022-08-17,GM07,North Rhine-Westphalia State,26759
2022-08-17,GM08,Rhineland-Palatinate State,6016
2022-08-17,GM09,Saarland State,1794
2022-08-17,GM10,Schleswig-Holstein State,2783
2022-08-17,GM11,Brandenburg State,5827
2022-08-17,GM12,Mecklenburg-Western Pomerania State,2376
2022-08-17,GM13,Free State of Saxony,15806
2022-08-17,GM14,Sachsen-Anhalt State,5596
2022-08-17,GM15,Free State of Thuringia,7517
2022-08-17,GM16,Berlin State,4731
