date,location,location_name,value
2022-05-18,GM,Germany,137888
2022-05-18,GM01,Baden-Württemberg State,15991
2022-05-18,GM02,Free State of Bavaria,23907
2022-05-18,GM03,Free Hanseatic City of Bremen,771
2022-05-18,GM04,Free Hanseatic City of Hamburg,2631
2022-05-18,GM05,Hesse State,10056
2022-05-18,GM06,Lower Saxony State,9147
2022-05-18,GM07,North Rhine-Westphalia State,25183
2022-05-18,GM08,Rhineland-Palatinate State,5612
2022-05-18,GM09,Saarland State,1666
2022-05-18,GM10,Schleswig-Holstein State,2503
2022-05-18,GM11,Brandenburg State,5632
2022-05-18,GM12,Mecklenburg-Western Pomerania State,2208
2022-05-18,GM13,Free State of Saxony,15462
2022-05-18,GM14,Sachsen-Anhalt State,5319
2022-05-18,GM15,Free State of Thuringia,7238
2022-05-18,GM16,Berlin State,4562
