date,location,location_name,value
2022-02-08,GM,Germany,118943
2022-02-08,GM01,Baden-Württemberg State,13788
2022-02-08,GM02,Free State of Bavaria,20679
2022-02-08,GM03,Free Hanseatic City of Bremen,659
2022-02-08,GM04,Free Hanseatic City of Hamburg,2171
2022-02-08,GM05,Hesse State,8918
2022-02-08,GM06,Lower Saxony State,7148
2022-02-08,GM07,North Rhine-Westphalia State,21318
2022-02-08,GM08,Rhineland-Palatinate State,4834
2022-02-08,GM09,Saarland State,1341
2022-02-08,GM10,Schleswig-Holstein State,2005
2022-02-08,GM11,Brandenburg State,5045
2022-02-08,GM12,Mecklenburg-Western Pomerania State,1668
2022-02-08,GM13,Free State of Saxony,14144
2022-02-08,GM14,Sachsen-Anhalt State,4633
2022-02-08,GM15,Free State of Thuringia,6452
2022-02-08,GM16,Berlin State,4140
