date,location,location_name,value
2021-07-18,GM,Germany,91362
2021-07-18,GM01,Baden-Württemberg State,10339
2021-07-18,GM02,Free State of Bavaria,15306
2021-07-18,GM03,Free Hanseatic City of Bremen,489
2021-07-18,GM04,Free Hanseatic City of Hamburg,1605
2021-07-18,GM05,Hesse State,7564
2021-07-18,GM06,Lower Saxony State,5804
2021-07-18,GM07,North Rhine-Westphalia State,17243
2021-07-18,GM08,Rhineland-Palatinate State,3895
2021-07-18,GM09,Saarland State,1029
2021-07-18,GM10,Schleswig-Holstein State,1628
2021-07-18,GM11,Brandenburg State,3815
2021-07-18,GM12,Mecklenburg-Western Pomerania State,1165
2021-07-18,GM13,Free State of Saxony,10116
2021-07-18,GM14,Sachsen-Anhalt State,3434
2021-07-18,GM15,Free State of Thuringia,4360
2021-07-18,GM16,Berlin State,3570
