date,location,location_name,value
2021-03-29,GM,Germany,75913
2021-03-29,GM01,Baden-Württemberg State,8643
2021-03-29,GM02,Free State of Bavaria,13148
2021-03-29,GM03,Free Hanseatic City of Bremen,401
2021-03-29,GM04,Free Hanseatic City of Hamburg,1372
2021-03-29,GM05,Hesse State,6283
2021-03-29,GM06,Lower Saxony State,4814
2021-03-29,GM07,North Rhine-Westphalia State,14113
2021-03-29,GM08,Rhineland-Palatinate State,3306
2021-03-29,GM09,Saarland State,924
2021-03-29,GM10,Schleswig-Holstein State,1426
2021-03-29,GM11,Brandenburg State,3276
2021-03-29,GM12,Mecklenburg-Western Pomerania State,847
2021-03-29,GM13,Free State of Saxony,8332
2021-03-29,GM14,Sachsen-Anhalt State,2694
2021-03-29,GM15,Free State of Thuringia,3296
2021-03-29,GM16,Berlin State,3038
