date,location,location_name,value
2022-07-26,GM,Germany,143364
2022-07-26,GM01,Baden-Württemberg State,16528
2022-07-26,GM02,Free State of Bavaria,24800
2022-07-26,GM03,Free Hanseatic City of Bremen,808
2022-07-26,GM04,Free Hanseatic City of Hamburg,2797
2022-07-26,GM05,Hesse State,10576
2022-07-26,GM06,Lower Saxony State,9926
2022-07-26,GM07,North Rhine-Westphalia State,26244
2022-07-26,GM08,Rhineland-Palatinate State,5895
2022-07-26,GM09,Saarland State,1764
2022-07-26,GM10,Schleswig-Holstein State,2702
2022-07-26,GM11,Brandenburg State,5758
2022-07-26,GM12,Mecklenburg-Western Pomerania State,2316
2022-07-26,GM13,Free State of Saxony,15671
2022-07-26,GM14,Sachsen-Anhalt State,5461
2022-07-26,GM15,Free State of Thuringia,7427
2022-07-26,GM16,Berlin State,4691
