date,location,location_name,value
2021-04-05,GM,Germany,77013
2021-04-05,GM01,Baden-Württemberg State,8747
2021-04-05,GM02,Free State of Bavaria,13323
2021-04-05,GM03,Free Hanseatic City of Bremen,407
2021-04-05,GM04,Free Hanseatic City of Hamburg,1397
2021-04-05,GM05,Hesse State,6375
2021-04-05,GM06,Lower Saxony State,4908
2021-04-05,GM07,North Rhine-Westphalia State,14316
2021-04-05,GM08,Rhineland-Palatinate State,3342
2021-04-05,GM09,Saarland State,927
2021-04-05,GM10,Schleswig-Holstein State,1441
2021-04-05,GM11,Brandenburg State,3321
2021-04-05,GM12,Mecklenburg-Western Pomerania State,875
2021-04-05,GM13,Free State of Saxony,8432
2021-04-05,GM14,Sachsen-Anhalt State,2730
2021-04-05,GM15,Free State of Thuringia,3387
2021-04-05,GM16,Berlin State,3085
