date,location,location_name,value
2022-03-06,GM,Germany,124102
2022-03-06,GM01,Baden-Württemberg State,14423
2022-03-06,GM02,Free State of Bavaria,21588
2022-03-06,GM03,Free Hanseatic City of Bremen,687
2022-03-06,GM04,Free Hanseatic City of Hamburg,2319
2022-03-06,GM05,Hesse State,9268
2022-03-06,GM06,Lower Saxony State,7585
2022-03-06,GM07,North Rhine-Westphalia State,22528
2022-03-06,GM08,Rhineland-Palatinate State,5048
2022-03-06,GM09,Saarland State,1414
2022-03-06,GM10,Schleswig-Holstein State,2141
2022-03-06,GM11,Brandenburg State,5220
2022-03-06,GM12,Mecklenburg-Western Pomerania State,1798
2022-03-06,GM13,Free State of Saxony,14376
2022-03-06,GM14,Sachsen-Anhalt State,4792
2022-03-06,GM15,Free State of Thuringia,6638
2022-03-06,GM16,Berlin State,4277
