date,location,location_name,value
2021-10-31,GM,Germany,95729
2021-10-31,GM01,Baden-Württemberg State,10997
2021-10-31,GM02,Free State of Bavaria,16073
2021-10-31,GM03,Free Hanseatic City of Bremen,530
2021-10-31,GM04,Free Hanseatic City of Hamburg,1821
2021-10-31,GM05,Hesse State,7857
2021-10-31,GM06,Lower Saxony State,6082
2021-10-31,GM07,North Rhine-Westphalia State,18210
2021-10-31,GM08,Rhineland-Palatinate State,4091
2021-10-31,GM09,Saarland State,1066
2021-10-31,GM10,Schleswig-Holstein State,1725
2021-10-31,GM11,Brandenburg State,3918
2021-10-31,GM12,Mecklenburg-Western Pomerania State,1241
2021-10-31,GM13,Free State of Saxony,10324
2021-10-31,GM14,Sachsen-Anhalt State,3581
2021-10-31,GM15,Free State of Thuringia,4509
2021-10-31,GM16,Berlin State,3704
