date,location,location_name,value
2021-10-09,GM,Germany,94178
2021-10-09,GM01,Baden-Württemberg State,10758
2021-10-09,GM02,Free State of Bavaria,15767
2021-10-09,GM03,Free Hanseatic City of Bremen,517
2021-10-09,GM04,Free Hanseatic City of Hamburg,1749
2021-10-09,GM05,Hesse State,7780
2021-10-09,GM06,Lower Saxony State,6000
2021-10-09,GM07,North Rhine-Westphalia State,17919
2021-10-09,GM08,Rhineland-Palatinate State,4015
2021-10-09,GM09,Saarland State,1053
2021-10-09,GM10,Schleswig-Holstein State,1692
2021-10-09,GM11,Brandenburg State,3866
2021-10-09,GM12,Mecklenburg-Western Pomerania State,1206
2021-10-09,GM13,Free State of Saxony,10234
2021-10-09,GM14,Sachsen-Anhalt State,3549
2021-10-09,GM15,Free State of Thuringia,4426
2021-10-09,GM16,Berlin State,3647
