date,location,location_name,value
2021-10-23,GM,Germany,95077
2021-10-23,GM01,Baden-Württemberg State,10882
2021-10-23,GM02,Free State of Bavaria,15954
2021-10-23,GM03,Free Hanseatic City of Bremen,525
2021-10-23,GM04,Free Hanseatic City of Hamburg,1782
2021-10-23,GM05,Hesse State,7823
2021-10-23,GM06,Lower Saxony State,6057
2021-10-23,GM07,North Rhine-Westphalia State,18108
2021-10-23,GM08,Rhineland-Palatinate State,4061
2021-10-23,GM09,Saarland State,1062
2021-10-23,GM10,Schleswig-Holstein State,1712
2021-10-23,GM11,Brandenburg State,3897
2021-10-23,GM12,Mecklenburg-Western Pomerania State,1224
2021-10-23,GM13,Free State of Saxony,10284
2021-10-23,GM14,Sachsen-Anhalt State,3569
2021-10-23,GM15,Free State of Thuringia,4460
2021-10-23,GM16,Berlin State,3677
