date,location,location_name,value
2022-11-24,GM,Germany,157114
2022-11-24,GM01,Baden-Württemberg State,18049
2022-11-24,GM02,Free State of Bavaria,27019
2022-11-24,GM03,Free Hanseatic City of Bremen,881
2022-11-24,GM04,Free Hanseatic City of Hamburg,3233
2022-11-24,GM05,Hesse State,11625
2022-11-24,GM06,Lower Saxony State,11702
2022-11-24,GM07,North Rhine-Westphalia State,28864
2022-11-24,GM08,Rhineland-Palatinate State,6531
2022-11-24,GM09,Saarland State,1960
2022-11-24,GM10,Schleswig-Holstein State,3123
2022-11-24,GM11,Brandenburg State,6161
2022-11-24,GM12,Mecklenburg-Western Pomerania State,2575
2022-11-24,GM13,Free State of Saxony,16358
2022-11-24,GM14,Sachsen-Anhalt State,6024
2022-11-24,GM15,Free State of Thuringia,7904
2022-11-24,GM16,Berlin State,5105
