date,location,location_name,value
2022-07-01,GM,Germany,141189
2022-07-01,GM01,Baden-Württemberg State,16344
2022-07-01,GM02,Free State of Bavaria,24409
2022-07-01,GM03,Free Hanseatic City of Bremen,793
2022-07-01,GM04,Free Hanseatic City of Hamburg,2725
2022-07-01,GM05,Hesse State,10376
2022-07-01,GM06,Lower Saxony State,9688
2022-07-01,GM07,North Rhine-Westphalia State,25763
2022-07-01,GM08,Rhineland-Palatinate State,5757
2022-07-01,GM09,Saarland State,1720
2022-07-01,GM10,Schleswig-Holstein State,2614
2022-07-01,GM11,Brandenburg State,5718
2022-07-01,GM12,Mecklenburg-Western Pomerania State,2261
2022-07-01,GM13,Free State of Saxony,15601
2022-07-01,GM14,Sachsen-Anhalt State,5411
2022-07-01,GM15,Free State of Thuringia,7362
2022-07-01,GM16,Berlin State,4647
