date,location,location_name,value
2022-02-25,GM,Germany,122371
2022-02-25,GM01,Baden-Württemberg State,14191
2022-02-25,GM02,Free State of Bavaria,21266
2022-02-25,GM03,Free Hanseatic City of Bremen,678
2022-02-25,GM04,Free Hanseatic City of Hamburg,2286
2022-02-25,GM05,Hesse State,9139
2022-02-25,GM06,Lower Saxony State,7417
2022-02-25,GM07,North Rhine-Westphalia State,22141
2022-02-25,GM08,Rhineland-Palatinate State,4973
2022-02-25,GM09,Saarland State,1398
2022-02-25,GM10,Schleswig-Holstein State,2102
2022-02-25,GM11,Brandenburg State,5175
2022-02-25,GM12,Mecklenburg-Western Pomerania State,1746
2022-02-25,GM13,Free State of Saxony,14288
2022-02-25,GM14,Sachsen-Anhalt State,4732
2022-02-25,GM15,Free State of Thuringia,6597
2022-02-25,GM16,Berlin State,4242
