date,location,location_name,value
2021-06-08,GM,Germany,89384
2021-06-08,GM01,Baden-Württemberg State,10030
2021-06-08,GM02,Free State of Bavaria,15036
2021-06-08,GM03,Free Hanseatic City of Bremen,475
2021-06-08,GM04,Free Hanseatic City of Hamburg,1573
2021-06-08,GM05,Hesse State,7402
2021-06-08,GM06,Lower Saxony State,5676
2021-06-08,GM07,North Rhine-Westphalia State,16894
2021-06-08,GM08,Rhineland-Palatinate State,3759
2021-06-08,GM09,Saarland State,1014
2021-06-08,GM10,Schleswig-Holstein State,1606
2021-06-08,GM11,Brandenburg State,3746
2021-06-08,GM12,Mecklenburg-Western Pomerania State,1129
2021-06-08,GM13,Free State of Saxony,9901
2021-06-08,GM14,Sachsen-Anhalt State,3373
2021-06-08,GM15,Free State of Thuringia,4260
2021-06-08,GM16,Berlin State,3510
