date,location,location_name,value
2021-11-29,GM,Germany,100956
2021-11-29,GM01,Baden-Württemberg State,11700
2021-11-29,GM02,Free State of Bavaria,17432
2021-11-29,GM03,Free Hanseatic City of Bremen,550
2021-11-29,GM04,Free Hanseatic City of Hamburg,1888
2021-11-29,GM05,Hesse State,8125
2021-11-29,GM06,Lower Saxony State,6329
2021-11-29,GM07,North Rhine-Westphalia State,18899
2021-11-29,GM08,Rhineland-Palatinate State,4263
2021-11-29,GM09,Saarland State,1111
2021-11-29,GM10,Schleswig-Holstein State,1788
2021-11-29,GM11,Brandenburg State,4097
2021-11-29,GM12,Mecklenburg-Western Pomerania State,1323
2021-11-29,GM13,Free State of Saxony,10907
2021-11-29,GM14,Sachsen-Anhalt State,3783
2021-11-29,GM15,Free State of Thuringia,4938
2021-11-29,GM16,Berlin State,3823
