date,location,location_name,value
2022-09-09,GM,Germany,148217
2022-09-09,GM01,Baden-Württemberg State,17042
2022-09-09,GM02,Free State of Bavaria,25540
2022-09-09,GM03,Free Hanseatic City of Bremen,828
2022-09-09,GM04,Free Hanseatic City of Hamburg,3006
2022-09-09,GM05,Hesse State,10975
2022-09-09,GM06,Lower Saxony State,10594
2022-09-09,GM07,North Rhine-Westphalia State,27173
2022-09-09,GM08,Rhineland-Palatinate State,6099
2022-09-09,GM09,Saarland State,1833
2022-09-09,GM10,Schleswig-Holstein State,2848
2022-09-09,GM11,Brandenburg State,5872
2022-09-09,GM12,Mecklenburg-Western Pomerania State,2428
2022-09-09,GM13,Free State of Saxony,15941
2022-09-09,GM14,Sachsen-Anhalt State,5677
2022-09-09,GM15,Free State of Thuringia,7586
2022-09-09,GM16,Berlin State,4775
