date,location,location_name,value
2021-09-01,GM,Germany,92223
2021-09-01,GM01,Baden-Württemberg State,10474
2021-09-01,GM02,Free State of Bavaria,15418
2021-09-01,GM03,Free Hanseatic City of Bremen,498
2021-09-01,GM04,Free Hanseatic City of Hamburg,1643
2021-09-01,GM05,Hesse State,7633
2021-09-01,GM06,Lower Saxony State,5855
2021-09-01,GM07,North Rhine-Westphalia State,17424
2021-09-01,GM08,Rhineland-Palatinate State,3927
2021-09-01,GM09,Saarland State,1034
2021-09-01,GM10,Schleswig-Holstein State,1653
2021-09-01,GM11,Brandenburg State,3825
2021-09-01,GM12,Mecklenburg-Western Pomerania State,1192
2021-09-01,GM13,Free State of Saxony,10167
2021-09-01,GM14,Sachsen-Anhalt State,3492
2021-09-01,GM15,Free State of Thuringia,4395
2021-09-01,GM16,Berlin State,3593
