date,location,location_name,value
2021-04-21,GM,Germany,80634
2021-04-21,GM01,Baden-Württemberg State,9113
2021-04-21,GM02,Free State of Bavaria,13823
2021-04-21,GM03,Free Hanseatic City of Bremen,440
2021-04-21,GM04,Free Hanseatic City of Hamburg,1438
2021-04-21,GM05,Hesse State,6675
2021-04-21,GM06,Lower Saxony State,5158
2021-04-21,GM07,North Rhine-Westphalia State,15057
2021-04-21,GM08,Rhineland-Palatinate State,3481
2021-04-21,GM09,Saarland State,944
2021-04-21,GM10,Schleswig-Holstein State,1486
2021-04-21,GM11,Brandenburg State,3479
2021-04-21,GM12,Mecklenburg-Western Pomerania State,945
2021-04-21,GM13,Free State of Saxony,8791
2021-04-21,GM14,Sachsen-Anhalt State,2964
2021-04-21,GM15,Free State of Thuringia,3678
2021-04-21,GM16,Berlin State,3162
