date,location,location_name,value
2022-03-23,GM,Germany,127522
2022-03-23,GM01,Baden-Württemberg State,14846
2022-03-23,GM02,Free State of Bavaria,22213
2022-03-23,GM03,Free Hanseatic City of Bremen,709
2022-03-23,GM04,Free Hanseatic City of Hamburg,2358
2022-03-23,GM05,Hesse State,9517
2022-03-23,GM06,Lower Saxony State,7864
2022-03-23,GM07,North Rhine-Westphalia State,23254
2022-03-23,GM08,Rhineland-Palatinate State,5181
2022-03-23,GM09,Saarland State,1491
2022-03-23,GM10,Schleswig-Holstein State,2239
2022-03-23,GM11,Brandenburg State,5364
2022-03-23,GM12,Mecklenburg-Western Pomerania State,1921
2022-03-23,GM13,Free State of Saxony,14562
2022-03-23,GM14,Sachsen-Anhalt State,4925
2022-03-23,GM15,Free State of Thuringia,6746
2022-03-23,GM16,Berlin State,4332
