date,location,location_name,value
2021-11-02,GM,Germany,95833
2021-11-02,GM01,Baden-Württemberg State,11003
2021-11-02,GM02,Free State of Bavaria,16086
2021-11-02,GM03,Free Hanseatic City of Bremen,532
2021-11-02,GM04,Free Hanseatic City of Hamburg,1822
2021-11-02,GM05,Hesse State,7862
2021-11-02,GM06,Lower Saxony State,6089
2021-11-02,GM07,North Rhine-Westphalia State,18222
2021-11-02,GM08,Rhineland-Palatinate State,4094
2021-11-02,GM09,Saarland State,1067
2021-11-02,GM10,Schleswig-Holstein State,1728
2021-11-02,GM11,Brandenburg State,3926
2021-11-02,GM12,Mecklenburg-Western Pomerania State,1252
2021-11-02,GM13,Free State of Saxony,10334
2021-11-02,GM14,Sachsen-Anhalt State,3585
2021-11-02,GM15,Free State of Thuringia,4522
2021-11-02,GM16,Berlin State,3709
