date,location,location_name,value
2022-06-29,GM,Germany,141022
2022-06-29,GM01,Baden-Württemberg State,16323
2022-06-29,GM02,Free State of Bavaria,24379
2022-06-29,GM03,Free Hanseatic City of Bremen,790
2022-06-29,GM04,Free Hanseatic City of Hamburg,2723
2022-06-29,GM05,Hesse State,10344
2022-06-29,GM06,Lower Saxony State,9678
2022-06-29,GM07,North Rhine-Westphalia State,25737
2022-06-29,GM08,Rhineland-Palatinate State,5750
2022-06-29,GM09,Saarland State,1719
2022-06-29,GM10,Schleswig-Holstein State,2606
2022-06-29,GM11,Brandenburg State,5716
2022-06-29,GM12,Mecklenburg-Western Pomerania State,2256
2022-06-29,GM13,Free State of Saxony,15598
2022-06-29,GM14,Sachsen-Anhalt State,5404
2022-06-29,GM15,Free State of Thuringia,7358
2022-06-29,GM16,Berlin State,4641
