date,location,location_name,value
2021-04-09,GM,Germany,78003
2021-04-09,GM01,Baden-Württemberg State,8868
2021-04-09,GM02,Free State of Bavaria,13453
2021-04-09,GM03,Free Hanseatic City of Bremen,417
2021-04-09,GM04,Free Hanseatic City of Hamburg,1406
2021-04-09,GM05,Hesse State,6454
2021-04-09,GM06,Lower Saxony State,4996
2021-04-09,GM07,North Rhine-Westphalia State,14520
2021-04-09,GM08,Rhineland-Palatinate State,3377
2021-04-09,GM09,Saarland State,932
2021-04-09,GM10,Schleswig-Holstein State,1455
2021-04-09,GM11,Brandenburg State,3365
2021-04-09,GM12,Mecklenburg-Western Pomerania State,897
2021-04-09,GM13,Free State of Saxony,8509
2021-04-09,GM14,Sachsen-Anhalt State,2791
2021-04-09,GM15,Free State of Thuringia,3454
2021-04-09,GM16,Berlin State,3109
