date,location,location_name,value
2021-12-28,GM,Germany,110805
2021-12-28,GM01,Baden-Württemberg State,12850
2021-12-28,GM02,Free State of Bavaria,19481
2021-12-28,GM03,Free Hanseatic City of Bremen,597
2021-12-28,GM04,Free Hanseatic City of Hamburg,1970
2021-12-28,GM05,Hesse State,8525
2021-12-28,GM06,Lower Saxony State,6789
2021-12-28,GM07,North Rhine-Westphalia State,20168
2021-12-28,GM08,Rhineland-Palatinate State,4587
2021-12-28,GM09,Saarland State,1233
2021-12-28,GM10,Schleswig-Holstein State,1880
2021-12-28,GM11,Brandenburg State,4627
2021-12-28,GM12,Mecklenburg-Western Pomerania State,1460
2021-12-28,GM13,Free State of Saxony,12668
2021-12-28,GM14,Sachsen-Anhalt State,4199
2021-12-28,GM15,Free State of Thuringia,5775
2021-12-28,GM16,Berlin State,3996
