date,location,location_name,value
2022-12-17,GM,Germany,159884
2022-12-17,GM01,Baden-Württemberg State,18407
2022-12-17,GM02,Free State of Bavaria,27356
2022-12-17,GM03,Free Hanseatic City of Bremen,902
2022-12-17,GM04,Free Hanseatic City of Hamburg,3333
2022-12-17,GM05,Hesse State,11823
2022-12-17,GM06,Lower Saxony State,12102
2022-12-17,GM07,North Rhine-Westphalia State,29496
2022-12-17,GM08,Rhineland-Palatinate State,6602
2022-12-17,GM09,Saarland State,1996
2022-12-17,GM10,Schleswig-Holstein State,3234
2022-12-17,GM11,Brandenburg State,6247
2022-12-17,GM12,Mecklenburg-Western Pomerania State,2624
2022-12-17,GM13,Free State of Saxony,16475
2022-12-17,GM14,Sachsen-Anhalt State,6089
2022-12-17,GM15,Free State of Thuringia,8000
2022-12-17,GM16,Berlin State,5198
