date,location,location_name,value
2021-06-16,GM,Germany,90074
2021-06-16,GM01,Baden-Württemberg State,10113
2021-06-16,GM02,Free State of Bavaria,15136
2021-06-16,GM03,Free Hanseatic City of Bremen,481
2021-06-16,GM04,Free Hanseatic City of Hamburg,1581
2021-06-16,GM05,Hesse State,7448
2021-06-16,GM06,Lower Saxony State,5709
2021-06-16,GM07,North Rhine-Westphalia State,17008
2021-06-16,GM08,Rhineland-Palatinate State,3827
2021-06-16,GM09,Saarland State,1018
2021-06-16,GM10,Schleswig-Holstein State,1618
2021-06-16,GM11,Brandenburg State,3760
2021-06-16,GM12,Mecklenburg-Western Pomerania State,1147
2021-06-16,GM13,Free State of Saxony,9991
2021-06-16,GM14,Sachsen-Anhalt State,3405
2021-06-16,GM15,Free State of Thuringia,4303
2021-06-16,GM16,Berlin State,3529
