date,location,location_name,value
2022-04-08,GM,Germany,131370
2022-04-08,GM01,Baden-Württemberg State,15337
2022-04-08,GM02,Free State of Bavaria,22877
2022-04-08,GM03,Free Hanseatic City of Bremen,724
2022-04-08,GM04,Free Hanseatic City of Hamburg,2423
2022-04-08,GM05,Hesse State,9696
2022-04-08,GM06,Lower Saxony State,8285
2022-04-08,GM07,North Rhine-Westphalia State,23973
2022-04-08,GM08,Rhineland-Palatinate State,5345
2022-04-08,GM09,Saarland State,1559
2022-04-08,GM10,Schleswig-Holstein State,2334
2022-04-08,GM11,Brandenburg State,5464
2022-04-08,GM12,Mecklenburg-Western Pomerania State,2057
2022-04-08,GM13,Free State of Saxony,14885
2022-04-08,GM14,Sachsen-Anhalt State,5083
2022-04-08,GM15,Free State of Thuringia,6922
2022-04-08,GM16,Berlin State,4406
