date,location,location_name,value
2022-10-19,GM,Germany,151877
2022-10-19,GM01,Baden-Württemberg State,17512
2022-10-19,GM02,Free State of Bavaria,26183
2022-10-19,GM03,Free Hanseatic City of Bremen,849
2022-10-19,GM04,Free Hanseatic City of Hamburg,3104
2022-10-19,GM05,Hesse State,11236
2022-10-19,GM06,Lower Saxony State,11036
2022-10-19,GM07,North Rhine-Westphalia State,27816
2022-10-19,GM08,Rhineland-Palatinate State,6286
2022-10-19,GM09,Saarland State,1890
2022-10-19,GM10,Schleswig-Holstein State,2968
2022-10-19,GM11,Brandenburg State,5984
2022-10-19,GM12,Mecklenburg-Western Pomerania State,2500
2022-10-19,GM13,Free State of Saxony,16114
2022-10-19,GM14,Sachsen-Anhalt State,5793
2022-10-19,GM15,Free State of Thuringia,7730
2022-10-19,GM16,Berlin State,4876
