date,location,location_name,value
2021-09-25,GM,Germany,93365
2021-09-25,GM01,Baden-Württemberg State,10643
2021-09-25,GM02,Free State of Bavaria,15585
2021-09-25,GM03,Free Hanseatic City of Bremen,507
2021-09-25,GM04,Free Hanseatic City of Hamburg,1717
2021-09-25,GM05,Hesse State,7718
2021-09-25,GM06,Lower Saxony State,5938
2021-09-25,GM07,North Rhine-Westphalia State,17741
2021-09-25,GM08,Rhineland-Palatinate State,3976
2021-09-25,GM09,Saarland State,1048
2021-09-25,GM10,Schleswig-Holstein State,1683
2021-09-25,GM11,Brandenburg State,3843
2021-09-25,GM12,Mecklenburg-Western Pomerania State,1198
2021-09-25,GM13,Free State of Saxony,10205
2021-09-25,GM14,Sachsen-Anhalt State,3533
2021-09-25,GM15,Free State of Thuringia,4406
2021-09-25,GM16,Berlin State,3624
