date,location,location_name,value
2021-04-30,GM,Germany,82850
2021-04-30,GM01,Baden-Württemberg State,9340
2021-04-30,GM02,Free State of Bavaria,14145
2021-04-30,GM03,Free Hanseatic City of Bremen,453
2021-04-30,GM04,Free Hanseatic City of Hamburg,1488
2021-04-30,GM05,Hesse State,6862
2021-04-30,GM06,Lower Saxony State,5302
2021-04-30,GM07,North Rhine-Westphalia State,15509
2021-04-30,GM08,Rhineland-Palatinate State,3553
2021-04-30,GM09,Saarland State,959
2021-04-30,GM10,Schleswig-Holstein State,1508
2021-04-30,GM11,Brandenburg State,3560
2021-04-30,GM12,Mecklenburg-Western Pomerania State,995
2021-04-30,GM13,Free State of Saxony,9068
2021-04-30,GM14,Sachsen-Anhalt State,3086
2021-04-30,GM15,Free State of Thuringia,3813
2021-04-30,GM16,Berlin State,3209
