date,location,location_name,value
2022-04-01,GM,Germany,129695
2022-04-01,GM01,Baden-Württemberg State,15112
2022-04-01,GM02,Free State of Bavaria,22595
2022-04-01,GM03,Free Hanseatic City of Bremen,715
2022-04-01,GM04,Free Hanseatic City of Hamburg,2392
2022-04-01,GM05,Hesse State,9612
2022-04-01,GM06,Lower Saxony State,8095
2022-04-01,GM07,North Rhine-Westphalia State,23674
2022-04-01,GM08,Rhineland-Palatinate State,5264
2022-04-01,GM09,Saarland State,1538
2022-04-01,GM10,Schleswig-Holstein State,2301
2022-04-01,GM11,Brandenburg State,5424
2022-04-01,GM12,Mecklenburg-Western Pomerania State,2004
2022-04-01,GM13,Free State of Saxony,14735
2022-04-01,GM14,Sachsen-Anhalt State,5008
2022-04-01,GM15,Free State of Thuringia,6842
2022-04-01,GM16,Berlin State,4384
