date,location,location_name,value
2022-04-07,GM,Germany,131036
2022-04-07,GM01,Baden-Württemberg State,15295
2022-04-07,GM02,Free State of Bavaria,22813
2022-04-07,GM03,Free Hanseatic City of Bremen,724
2022-04-07,GM04,Free Hanseatic City of Hamburg,2420
2022-04-07,GM05,Hesse State,9683
2022-04-07,GM06,Lower Saxony State,8235
2022-04-07,GM07,North Rhine-Westphalia State,23911
2022-04-07,GM08,Rhineland-Palatinate State,5329
2022-04-07,GM09,Saarland State,1558
2022-04-07,GM10,Schleswig-Holstein State,2328
2022-04-07,GM11,Brandenburg State,5463
2022-04-07,GM12,Mecklenburg-Western Pomerania State,2048
2022-04-07,GM13,Free State of Saxony,14852
2022-04-07,GM14,Sachsen-Anhalt State,5071
2022-04-07,GM15,Free State of Thuringia,6904
2022-04-07,GM16,Berlin State,4402
