date,location,location_name,value
2022-07-07,GM,Germany,141627
2022-07-07,GM01,Baden-Württemberg State,16384
2022-07-07,GM02,Free State of Bavaria,24505
2022-07-07,GM03,Free Hanseatic City of Bremen,794
2022-07-07,GM04,Free Hanseatic City of Hamburg,2735
2022-07-07,GM05,Hesse State,10421
2022-07-07,GM06,Lower Saxony State,9745
2022-07-07,GM07,North Rhine-Westphalia State,25853
2022-07-07,GM08,Rhineland-Palatinate State,5771
2022-07-07,GM09,Saarland State,1730
2022-07-07,GM10,Schleswig-Holstein State,2621
2022-07-07,GM11,Brandenburg State,5727
2022-07-07,GM12,Mecklenburg-Western Pomerania State,2271
2022-07-07,GM13,Free State of Saxony,15614
2022-07-07,GM14,Sachsen-Anhalt State,5421
2022-07-07,GM15,Free State of Thuringia,7377
2022-07-07,GM16,Berlin State,4658
