date,location,location_name,value
2022-08-24,GM,Germany,146797
2022-08-24,GM01,Baden-Württemberg State,16877
2022-08-24,GM02,Free State of Bavaria,25354
2022-08-24,GM03,Free Hanseatic City of Bremen,823
2022-08-24,GM04,Free Hanseatic City of Hamburg,2930
2022-08-24,GM05,Hesse State,10868
2022-08-24,GM06,Lower Saxony State,10385
2022-08-24,GM07,North Rhine-Westphalia State,26891
2022-08-24,GM08,Rhineland-Palatinate State,6043
2022-08-24,GM09,Saarland State,1811
2022-08-24,GM10,Schleswig-Holstein State,2807
2022-08-24,GM11,Brandenburg State,5847
2022-08-24,GM12,Mecklenburg-Western Pomerania State,2397
2022-08-24,GM13,Free State of Saxony,15858
2022-08-24,GM14,Sachsen-Anhalt State,5626
2022-08-24,GM15,Free State of Thuringia,7535
2022-08-24,GM16,Berlin State,4745
