date,location,location_name,value
2021-09-24,GM,Germany,93303
2021-09-24,GM01,Baden-Württemberg State,10639
2021-09-24,GM02,Free State of Bavaria,15584
2021-09-24,GM03,Free Hanseatic City of Bremen,507
2021-09-24,GM04,Free Hanseatic City of Hamburg,1715
2021-09-24,GM05,Hesse State,7716
2021-09-24,GM06,Lower Saxony State,5935
2021-09-24,GM07,North Rhine-Westphalia State,17716
2021-09-24,GM08,Rhineland-Palatinate State,3972
2021-09-24,GM09,Saarland State,1048
2021-09-24,GM10,Schleswig-Holstein State,1682
2021-09-24,GM11,Brandenburg State,3843
2021-09-24,GM12,Mecklenburg-Western Pomerania State,1198
2021-09-24,GM13,Free State of Saxony,10201
2021-09-24,GM14,Sachsen-Anhalt State,3519
2021-09-24,GM15,Free State of Thuringia,4406
2021-09-24,GM16,Berlin State,3622
