date,location,location_name,value
2022-04-21,GM,Germany,133632
2022-04-21,GM01,Baden-Württemberg State,15591
2022-04-21,GM02,Free State of Bavaria,23238
2022-04-21,GM03,Free Hanseatic City of Bremen,739
2022-04-21,GM04,Free Hanseatic City of Hamburg,2489
2022-04-21,GM05,Hesse State,9811
2022-04-21,GM06,Lower Saxony State,8514
2022-04-21,GM07,North Rhine-Westphalia State,24406
2022-04-21,GM08,Rhineland-Palatinate State,5448
2022-04-21,GM09,Saarland State,1608
2022-04-21,GM10,Schleswig-Holstein State,2395
2022-04-21,GM11,Brandenburg State,5514
2022-04-21,GM12,Mecklenburg-Western Pomerania State,2127
2022-04-21,GM13,Free State of Saxony,15103
2022-04-21,GM14,Sachsen-Anhalt State,5177
2022-04-21,GM15,Free State of Thuringia,7020
2022-04-21,GM16,Berlin State,4452
