date,location,location_name,value
2021-04-10,GM,Germany,78249
2021-04-10,GM01,Baden-Württemberg State,8900
2021-04-10,GM02,Free State of Bavaria,13479
2021-04-10,GM03,Free Hanseatic City of Bremen,419
2021-04-10,GM04,Free Hanseatic City of Hamburg,1409
2021-04-10,GM05,Hesse State,6473
2021-04-10,GM06,Lower Saxony State,5010
2021-04-10,GM07,North Rhine-Westphalia State,14558
2021-04-10,GM08,Rhineland-Palatinate State,3387
2021-04-10,GM09,Saarland State,932
2021-04-10,GM10,Schleswig-Holstein State,1460
2021-04-10,GM11,Brandenburg State,3368
2021-04-10,GM12,Mecklenburg-Western Pomerania State,900
2021-04-10,GM13,Free State of Saxony,8544
2021-04-10,GM14,Sachsen-Anhalt State,2810
2021-04-10,GM15,Free State of Thuringia,3479
2021-04-10,GM16,Berlin State,3121
