date,location,location_name,value
2022-04-05,GM,Germany,130368
2022-04-05,GM01,Baden-Württemberg State,15187
2022-04-05,GM02,Free State of Bavaria,22707
2022-04-05,GM03,Free Hanseatic City of Bremen,722
2022-04-05,GM04,Free Hanseatic City of Hamburg,2398
2022-04-05,GM05,Hesse State,9655
2022-04-05,GM06,Lower Saxony State,8156
2022-04-05,GM07,North Rhine-Westphalia State,23813
2022-04-05,GM08,Rhineland-Palatinate State,5295
2022-04-05,GM09,Saarland State,1548
2022-04-05,GM10,Schleswig-Holstein State,2314
2022-04-05,GM11,Brandenburg State,5446
2022-04-05,GM12,Mecklenburg-Western Pomerania State,2029
2022-04-05,GM13,Free State of Saxony,14806
2022-04-05,GM14,Sachsen-Anhalt State,5035
2022-04-05,GM15,Free State of Thuringia,6865
2022-04-05,GM16,Berlin State,4392
