date,location,location_name,value
2021-11-03,GM,Germany,96027
2021-11-03,GM01,Baden-Württemberg State,11019
2021-11-03,GM02,Free State of Bavaria,16132
2021-11-03,GM03,Free Hanseatic City of Bremen,533
2021-11-03,GM04,Free Hanseatic City of Hamburg,1825
2021-11-03,GM05,Hesse State,7872
2021-11-03,GM06,Lower Saxony State,6096
2021-11-03,GM07,North Rhine-Westphalia State,18257
2021-11-03,GM08,Rhineland-Palatinate State,4104
2021-11-03,GM09,Saarland State,1068
2021-11-03,GM10,Schleswig-Holstein State,1735
2021-11-03,GM11,Brandenburg State,3931
2021-11-03,GM12,Mecklenburg-Western Pomerania State,1252
2021-11-03,GM13,Free State of Saxony,10354
2021-11-03,GM14,Sachsen-Anhalt State,3591
2021-11-03,GM15,Free State of Thuringia,4541
2021-11-03,GM16,Berlin State,3717
