date,location,location_name,value
2022-09-20,GM,Germany,149079
2022-09-20,GM01,Baden-Württemberg State,17217
2022-09-20,GM02,Free State of Bavaria,25721
2022-09-20,GM03,Free Hanseatic City of Bremen,834
2022-09-20,GM04,Free Hanseatic City of Hamburg,3026
2022-09-20,GM05,Hesse State,11035
2022-09-20,GM06,Lower Saxony State,10713
2022-09-20,GM07,North Rhine-Westphalia State,27288
2022-09-20,GM08,Rhineland-Palatinate State,6130
2022-09-20,GM09,Saarland State,1841
2022-09-20,GM10,Schleswig-Holstein State,2862
2022-09-20,GM11,Brandenburg State,5892
2022-09-20,GM12,Mecklenburg-Western Pomerania State,2446
2022-09-20,GM13,Free State of Saxony,15980
2022-09-20,GM14,Sachsen-Anhalt State,5694
2022-09-20,GM15,Free State of Thuringia,7604
2022-09-20,GM16,Berlin State,4796
