date,location,location_name,value
2022-11-10,GM,Germany,155187
2022-11-10,GM01,Baden-Württemberg State,17871
2022-11-10,GM02,Free State of Bavaria,26732
2022-11-10,GM03,Free Hanseatic City of Bremen,872
2022-11-10,GM04,Free Hanseatic City of Hamburg,3191
2022-11-10,GM05,Hesse State,11499
2022-11-10,GM06,Lower Saxony State,11438
2022-11-10,GM07,North Rhine-Westphalia State,28453
2022-11-10,GM08,Rhineland-Palatinate State,6447
2022-11-10,GM09,Saarland State,1945
2022-11-10,GM10,Schleswig-Holstein State,3063
2022-11-10,GM11,Brandenburg State,6086
2022-11-10,GM12,Mecklenburg-Western Pomerania State,2551
2022-11-10,GM13,Free State of Saxony,16268
2022-11-10,GM14,Sachsen-Anhalt State,5912
2022-11-10,GM15,Free State of Thuringia,7852
2022-11-10,GM16,Berlin State,5007
