date,location,location_name,value
2021-12-26,GM,Germany,110364
2021-12-26,GM01,Baden-Württemberg State,12784
2021-12-26,GM02,Free State of Bavaria,19392
2021-12-26,GM03,Free Hanseatic City of Bremen,589
2021-12-26,GM04,Free Hanseatic City of Hamburg,1969
2021-12-26,GM05,Hesse State,8503
2021-12-26,GM06,Lower Saxony State,6763
2021-12-26,GM07,North Rhine-Westphalia State,20102
2021-12-26,GM08,Rhineland-Palatinate State,4572
2021-12-26,GM09,Saarland State,1230
2021-12-26,GM10,Schleswig-Holstein State,1871
2021-12-26,GM11,Brandenburg State,4593
2021-12-26,GM12,Mecklenburg-Western Pomerania State,1447
2021-12-26,GM13,Free State of Saxony,12629
2021-12-26,GM14,Sachsen-Anhalt State,4190
2021-12-26,GM15,Free State of Thuringia,5742
2021-12-26,GM16,Berlin State,3988
