"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.01,4698,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.01,1719,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.01,876,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.01,563,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.025,4717,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.025,1738,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.025,889,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.025,572,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.05,4761,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.05,1779,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.05,917,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.05,593,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.1,4795,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.1,1812,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.1,940,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.1,610,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.15,4812,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.15,1829,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.15,952,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.15,618,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.2,4832,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.2,1849,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.2,966,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.2,629,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.25,4850,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.25,1867,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.25,980,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.25,639,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.3,4869,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.3,1886,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.3,994,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.3,650,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.35,4890,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.35,1908,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.35,1010,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.35,663,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.4,4922,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.4,1942,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.4,1035,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.4,682,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.45,4937,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.45,1958,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.45,1047,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.45,691,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.5,4961,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.5,1982,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.5,1066,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.5,706,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.55,4996,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.55,2020,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.55,1095,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.55,728,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.6,5251,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.6,2303,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.6,1316,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.6,904,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.65,5251,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.65,2303,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.65,1316,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.65,904,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.7,5253,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.7,2305,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.7,1317,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.7,905,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.75,5276,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.75,2329,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.75,1335,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.75,919,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.8,5296,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.8,2351,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.8,1352,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.8,931,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.85,5337,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.85,2395,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.85,1385,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.85,957,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.9,5361,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.9,2422,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.9,1406,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.9,973,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.95,5567,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.95,2655,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.95,1587,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.95,1113,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.975,5658,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.975,2763,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.975,1673,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.975,1182,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",0.99,5663,"quantile"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",0.99,2769,"quantile"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",0.99,1678,"quantile"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",0.99,1186,"quantile"
"2021-07-19","1 wk ahead inc case","2021-07-24","GM",NA,5058,"point"
"2021-07-19","2 wk ahead inc case","2021-07-31","GM",NA,2084,"point"
"2021-07-19","3 wk ahead inc case","2021-08-07","GM",NA,1141,"point"
"2021-07-19","4 wk ahead inc case","2021-08-14","GM",NA,763,"point"
